省份,性别,年龄,金额
山东,1,21,602.44
上海,1,21,700
广东,1,21,701.81
福建,1,21,703
浙江,1,21,715.73
山东,1,21,802
陕西,1,21,901
云南,0,21,902.44
湖北,0,21,1000
广西,1,21,1000
广东,0,21,1000
江苏,0,21,1000
河北,1,21,1000
辽宁,1,21,1000
山西,1,21,1000
湖北,1,21,1000
重庆,1,21,1000
上海,1,21,1000
广东,1,21,1000
河南,0,21,1000
天津,0,21,1000
湖南,1,21,1000
四川,0,21,1000
河北,1,21,1000
广东,0,21,1000
福建,1,21,1000
四川,1,21,1000
陕西,1,21,1000
广东,1,21,1000
四川,1,21,1000
贵州,0,21,1000
黑龙江,1,21,1000
江苏,1,21,1001
河北,1,21,1002
山东,0,21,1003
广东,1,21,1100
广东,1,21,1100
陕西,1,21,1100
浙江,0,21,1200
上海,0,21,1205
广东,1,21,1400
重庆,0,21,1400.81
山东,1,21,1500
内蒙古,1,21,1500
四川,1,21,1521
浙江,1,21,1530
广东,1,21,1554
浙江,1,21,1600
陕西,1,21,1700
湖北,0,21,1700
广东,1,21,1829
辽宁,1,21,1900
山东,0,21,1904.07
河南,1,21,1990
浙江,1,21,2000
浙江,1,21,2000
江苏,1,21,2000
山东,1,21,2000
湖南,1,21,2000
江苏,1,21,2000
山东,1,21,2000
辽宁,0,21,2000
陕西,1,21,2000
海南,1,21,2000
北京,1,21,2000
天津,1,21,2000
河北,1,21,2000
陕西,1,21,2000
湖北,1,21,2000
广东,1,21,2000
广东,1,21,2000
广东,0,21,2002
重庆,0,21,2003
北京,1,21,2003
重庆,1,21,2003
北京,1,21,2009
浙江,1,21,2015
北京,1,21,2027.08
江西,0,21,2103
广东,1,21,2116
河南,1,21,2272
湖北,0,21,2301
云南,1,21,2308.95
浙江,0,21,2407.64
江苏,0,21,2420.8
广东,0,21,2496
安徽,0,21,2500
云南,0,21,2500
广东,0,21,2501
广东,0,21,2550
浙江,1,21,2610
黑龙江,0,21,2700
四川,1,21,3000
上海,1,21,3000
江苏,0,21,3000
辽宁,1,21,3083.75
河南,0,21,3308
江苏,0,21,3400
山东,0,21,3500
江苏,1,21,3502
江苏,1,21,3502
广东,0,21,3504.73
广东,1,21,3801
广东,0,21,4000
福建,0,21,4000
北京,1,21,4003
上海,1,21,4100
广西,1,21,4300
江苏,1,21,4500
上海,1,21,4813
上海,1,21,5000
陕西,1,21,5000
山西,1,21,5000
浙江,1,21,5000
湖南,0,21,5000
安徽,1,21,5000
浙江,0,21,5000
浙江,1,21,5000
浙江,1,21,5000
江西,1,21,5000
广东,0,21,5000
安徽,0,21,5003
山西,1,21,5020.34
广东,0,21,5100
陕西,1,21,5549.06
广东,1,21,5984.39
宁夏,1,21,6000
辽宁,0,21,6000
江苏,1,21,6000
上海,0,21,6000
贵州,1,21,6007
安徽,1,21,6070
江苏,0,21,6073.41
安徽,0,21,6200.81
北京,1,21,6500
四川,1,21,6500
上海,1,21,6772
北京,0,21,7000
山西,1,21,7000
广东,1,21,7000
吉林,0,21,7000
浙江,1,21,7000
新疆,0,21,7110.07
浙江,1,21,7500
重庆,1,21,7500
河北,0,21,7603
山东,1,21,7705.01
北京,0,21,7900
福建,0,21,8000
陕西,1,21,8050
福建,0,21,8285
湖北,1,21,8500
福建,1,21,8521.22
内蒙古,1,21,8597.96
广东,1,21,8989.85
江苏,0,21,9000
黑龙江,1,21,9225
山东,0,21,10000
河北,1,21,10000
广东,1,21,10000
江西,0,21,10000
浙江,0,21,10000
北京,1,21,10000
黑龙江,0,21,10000
江西,0,21,10000
广东,0,21,10000
湖北,0,21,10000
广东,0,21,10000
河北,1,21,10000
北京,1,21,10000
湖北,1,21,10000
安徽,1,21,10018.32
江苏,1,21,10040.68
广东,1,21,10200
广东,1,21,11019.65
重庆,0,21,11050.22
广东,1,21,11100
江苏,1,21,11116.27
安徽,0,21,11301.44
广东,0,21,11958
天津,1,21,12000
云南,0,21,12700
河南,0,21,13000
山东,0,21,13049.09
广东,1,21,13201
江西,0,21,13490
黑龙江,1,21,13537.76
浙江,1,21,13600
江苏,1,21,14535
广东,0,21,15000
浙江,1,21,15000
广东,0,21,15400
黑龙江,0,21,15800
河南,1,21,16001
江苏,1,21,16008
广东,0,21,17069.16
北京,1,21,17500
湖北,1,21,18000
甘肃,0,21,18183.72
上海,0,21,18221.78
广东,0,21,18273.36
上海,0,21,18501
上海,1,21,18800
浙江,0,21,19619.87
四川,0,21,19900
广东,0,21,20000
广东,1,21,20000
安徽,1,21,20000
四川,1,21,20000
陕西,1,21,20000
广东,0,21,20000
广东,1,21,20000
河南,1,21,20000
广东,1,21,20000
广东,1,21,20000
广东,1,21,20000
广东,1,21,20000
四川,0,21,20000
湖北,1,21,20000
广东,0,21,20000
浙江,1,21,20002
山西,1,21,20040.68
浙江,0,21,20081.37
广东,1,21,20652.3
江苏,1,21,21011
浙江,0,21,21500
安徽,0,21,22081.37
江苏,1,21,23030.49
上海,0,21,23322.27
山东,0,21,24000.03
河北,1,21,24129
江苏,0,21,24641.21
四川,1,21,24662.27
山东,1,21,25002
广东,1,21,25366.08
广东,0,21,26000
广东,1,21,26962.41
上海,0,21,28000
四川,1,21,28536.62
浙江,0,21,29993.19
广东,1,21,30000
广东,1,21,30000
海南,0,21,30081.37
山东,1,21,30400
内蒙古,1,21,31901.53
湖北,1,21,32000
广东,0,21,32150
北京,0,21,32595.27
山东,1,21,33043.15
北京,1,21,34526.41
重庆,1,21,34567.71
辽宁,0,21,34968.48
江苏,0,21,35000
上海,1,21,36000
山东,1,21,39195.01
福建,1,21,40000
四川,1,21,40000
吉林,0,21,40001
河南,0,21,40002
河北,1,21,40004
广东,1,21,40087.12
广东,1,21,40088.12
河北,1,21,41000
安徽,1,21,42081.37
河南,1,21,42217.57
广东,1,21,44743.56
湖北,1,21,45501
云南,0,21,48017.37
北京,1,21,48900
浙江,1,21,49901
北京,0,21,53246.33
陕西,1,21,54418.73
广东,0,21,54700
安徽,0,21,55891.08
山东,1,21,68271.37
辽宁,0,21,70081.37
吉林,0,21,72415.1
四川,1,21,75001
福建,1,21,75044
山东,1,21,80174.25
广东,0,21,81991
上海,1,21,87101
江苏,1,21,96508
福建,1,21,98716.37
湖北,0,21,100000
山西,1,21,100008
福建,1,21,124481.37
河北,1,21,126318.46
上海,1,21,136078.11
江苏,0,21,138812
广东,1,21,139133
天津,0,21,148060
河北,0,21,150366.23
江苏,1,21,161306
湖南,1,21,168618.77
广东,0,21,171262.74
福建,1,21,191496
北京,1,21,204846.44
安徽,0,21,207747.64
广东,0,21,230481.37
北京,0,21,240000
山东,1,21,292000
河北,1,21,334581.37
云南,0,21,444534.21
北京,1,21,523084.37
浙江,1,21,537454.33
陕西,1,22,0
福建,0,22,0
湖北,1,22,0
山东,0,22,0
江西,1,22,0
湖北,1,22,0
广东,1,22,0
辽宁,0,22,0
湖北,0,22,0
江西,1,22,0
广东,0,22,0
福建,1,22,0
广东,1,22,0
广东,1,22,0
福建,0,22,0
山东,1,22,0
广东,1,22,0
江苏,0,22,0
上海,1,22,0
湖北,1,22,0
江苏,1,22,0
湖北,0,22,0
山东,0,22,0
辽宁,1,22,0
广东,1,22,0
浙江,1,22,0
河南,0,22,0
广东,0,22,0
北京,0,22,0
江苏,1,22,0
广东,1,22,0
浙江,1,22,0
福建,1,22,0
山西,0,22,0
广东,1,22,0
北京,1,22,0
江苏,0,22,0
安徽,1,22,0
广东,1,22,0
北京,1,22,0
广东,1,22,0
江苏,1,22,0
广东,1,22,0
浙江,1,22,0
福建,1,22,0
四川,1,22,0
江苏,0,22,0
广东,1,22,0
湖北,0,22,0
陕西,0,22,0
四川,1,22,0
海南,1,22,0
江西,1,22,0
广东,1,22,0
四川,1,22,0
辽宁,0,22,0
河南,1,22,0
四川,1,22,0
辽宁,0,22,0
广东,0,22,0
陕西,1,22,0
广东,1,22,0
江苏,1,22,0
湖南,1,22,0
四川,1,22,0
广东,0,22,0
云南,0,22,0
上海,1,22,0
河南,1,22,0
河南,0,22,1
上海,0,22,1
重庆,1,22,1
河南,1,22,1
山西,1,22,1
江苏,0,22,1
广东,1,22,1
广东,1,22,1
四川,0,22,1
四川,1,22,1
山西,1,22,1
云南,0,22,1
河北,0,22,1
广东,1,22,1
湖北,1,22,1
山东,1,22,1
福建,1,22,1
上海,0,22,1
江苏,1,22,1
河南,0,22,1.01
广西,0,22,1.01
福建,1,22,1.1
浙江,1,22,1.1
江西,1,22,1.1
福建,0,22,1.1
北京,0,22,1.1
福建,1,22,1.1
福建,1,22,1.1
广东,1,22,1.1
广东,1,22,1.1
福建,1,22,1.1
吉林,1,22,1.1
广东,1,22,1.1
贵州,1,22,1.1
湖北,1,22,1.1
浙江,1,22,1.1
云南,0,22,1.5
广西,1,22,1.5
广东,1,22,1.5
湖南,1,22,1.5
福建,1,22,2
广东,1,22,2
广东,1,22,2
四川,1,22,2
上海,1,22,2
河北,1,22,2
江苏,1,22,2
浙江,0,22,2
广东,1,22,2
广东,0,22,2
广东,1,22,2
广东,0,22,2
湖南,1,22,2
浙江,1,22,2
上海,0,22,2
广东,0,22,2
广东,0,22,2
福建,1,22,2
海南,1,22,2
广西,1,22,2
云南,1,22,2
广东,1,22,2
山东,0,22,2
广东,1,22,2
广东,1,22,2
福建,1,22,2
湖北,1,22,2
山东,1,22,2
福建,0,22,2
福建,1,22,2
广西,1,22,2
广东,1,22,2
云南,1,22,2
广东,1,22,2
广东,1,22,2
广东,1,22,2
安徽,1,22,2
广西,0,22,2
广东,0,22,2
河北,0,22,2
辽宁,0,22,2
江苏,1,22,2
浙江,1,22,2
广东,0,22,2
广东,1,22,2.01
湖北,1,22,2.01
广东,1,22,2.01
山西,1,22,2.1
湖北,1,22,2.1
福建,1,22,2.1
福建,1,22,2.1
福建,1,22,2.2
云南,0,22,3
河北,0,22,3
广东,1,22,3
湖北,0,22,3
上海,1,22,3
浙江,0,22,3
重庆,1,22,3
广西,1,22,3
吉林,1,22,3
四川,1,22,3
广东,0,22,3
浙江,1,22,3
福建,1,22,3.1
辽宁,1,22,3.1
天津,0,22,3.5
河北,1,22,4
福建,1,22,4
广东,1,22,4
云南,1,22,4
吉林,1,22,5
河北,1,22,5
广东,0,22,5
浙江,1,22,5
湖北,0,22,5
山东,1,22,5
四川,1,22,5.1
湖北,0,22,6
辽宁,0,22,6
江苏,1,22,6.01
云南,0,22,6.04
河北,1,22,6.5
宁夏,1,22,7
云南,1,22,7
河北,1,22,7
广西,1,22,7.1
广东,1,22,8
重庆,1,22,10
江苏,1,22,10
广东,0,22,10
浙江,1,22,10
浙江,1,22,10
福建,1,22,10
四川,0,22,10
山东,1,22,10
上海,0,22,10
广东,0,22,10
安徽,1,22,10
辽宁,0,22,10
福建,1,22,10
江苏,0,22,10.1
浙江,1,22,11
安徽,1,22,11
广西,1,22,11
湖北,0,22,11
广东,1,22,11
广东,1,22,15
湖南,1,22,15
重庆,1,22,16
江苏,1,22,18
广东,0,22,18
江苏,0,22,19
辽宁,1,22,23
贵州,0,22,23
新疆,1,22,25
广西,0,22,29
山东,0,22,36
河北,1,22,36
福建,0,22,38
天津,0,22,41
广东,0,22,41.4
福建,1,22,44
广西,1,22,45
河南,1,22,46.25
山西,1,22,50
福建,0,22,50.45
广东,1,22,57
浙江,1,22,62
湖北,0,22,69
广东,1,22,74
福建,0,22,81
广东,1,22,83
河北,1,22,100
四川,0,22,100
河北,1,22,100
山东,1,22,100
陕西,1,22,100
重庆,1,22,100
福建,1,22,100
广东,1,22,100
浙江,1,22,100
福建,1,22,100
湖南,0,22,100
广东,1,22,100
福建,1,22,100
河南,1,22,100
山东,1,22,100
广东,1,22,100
广东,0,22,100
湖北,1,22,100
河南,1,22,100
河北,0,22,100
福建,1,22,100
海南,1,22,100
浙江,0,22,100
辽宁,1,22,100
广东,1,22,100
辽宁,1,22,100
四川,1,22,100
福建,1,22,100
广东,1,22,100
江西,0,22,100
四川,0,22,100
山东,0,22,100
广西,0,22,100
河南,1,22,100
广东,0,22,100
广东,1,22,100
广东,0,22,100
河南,0,22,100
辽宁,1,22,100
四川,0,22,100
广西,0,22,100
江苏,1,22,100
广西,1,22,100
河南,0,22,100
浙江,0,22,100
云南,0,22,100
山东,1,22,100
福建,0,22,100
河南,0,22,100
广东,0,22,100
河南,1,22,100
北京,0,22,100
四川,1,22,100
广东,0,22,100
浙江,1,22,100
广东,1,22,100
四川,1,22,100
四川,0,22,100
广西,0,22,100
山东,0,22,100
山东,0,22,100
四川,1,22,100
广东,0,22,100
云南,1,22,100
山东,0,22,100
江苏,1,22,100
四川,0,22,100
山西,0,22,100
河北,0,22,100
福建,0,22,100
河北,0,22,100
湖南,1,22,100
湖南,1,22,100
山西,0,22,100
山西,0,22,100
福建,1,22,100
重庆,1,22,100
四川,0,22,100
河北,1,22,100
山东,1,22,100
山东,1,22,100
河北,1,22,100
河北,1,22,100
福建,1,22,100
湖北,0,22,100
河南,0,22,100
陕西,0,22,100
河南,0,22,100
江西,0,22,100
山东,1,22,100
江苏,1,22,100
山东,1,22,100
广东,0,22,100
广东,1,22,100
山东,0,22,100
江苏,0,22,100
安徽,1,22,100
江苏,0,22,100
吉林,0,22,100
广东,1,22,100
湖南,0,22,100
安徽,0,22,100
广东,1,22,100
河南,1,22,100
江苏,1,22,100
广东,1,22,100
新疆,1,22,100
广东,0,22,100
河南,0,22,100
重庆,0,22,100
河北,0,22,100
福建,0,22,100
安徽,1,22,101
广东,0,22,101
江苏,0,22,101
河南,0,22,101
河南,0,22,101
福建,1,22,101
河南,0,22,101
河南,0,22,101
陕西,1,22,102
上海,0,22,102
广东,0,22,102
江苏,1,22,102
湖北,1,22,104
黑龙江,1,22,107
安徽,1,22,107
江苏,1,22,108
广东,1,22,111
陕西,0,22,114
四川,1,22,117
山东,0,22,190
山东,0,22,200
四川,1,22,200
湖北,1,22,200
四川,1,22,200
四川,1,22,200
广东,0,22,200
山东,0,22,200
云南,1,22,200
广东,0,22,200
广东,0,22,200
云南,0,22,200
上海,1,22,200
四川,0,22,200
陕西,1,22,200
海南,1,22,200
广东,0,22,200.44
广东,1,22,200.44
内蒙古,1,22,200.81
河南,1,22,200.81
广东,0,22,200.81
广东,1,22,200.81
山东,1,22,201
江苏,0,22,204
重庆,1,22,250
江苏,1,22,300
天津,1,22,300.81
天津,1,22,301.9
浙江,1,22,302
湖北,0,22,303.81
广东,1,22,316
江苏,0,22,332.71
北京,0,22,338
天津,1,22,400
山东,1,22,400
广东,1,22,400
安徽,1,22,400
广东,1,22,410
江苏,1,22,500
江苏,1,22,500
河北,1,22,500
浙江,1,22,500
广东,0,22,500
陕西,1,22,500
浙江,1,22,500
江苏,1,22,500
吉林,1,22,500
陕西,1,22,500
宁夏,1,22,500
广东,1,22,500
湖南,0,22,500
湖北,1,22,500
广西,0,22,500
新疆,1,22,501.63
江西,0,22,502
安徽,1,22,525.63
黑龙江,1,22,601
上海,0,22,700
广东,0,22,700
江苏,0,22,700
四川,1,22,710.81
辽宁,1,22,724
内蒙古,1,22,790
江苏,1,22,791
四川,1,22,795
湖南,1,22,800
广东,1,22,800.81
广东,1,22,850
广东,0,22,900
吉林,1,22,900
山东,0,22,900
河南,1,22,901
江苏,1,22,901
北京,1,22,1000
福建,1,22,1000
天津,0,22,1000
辽宁,1,22,1000
云南,1,22,1000
河北,0,22,1000
新疆,1,22,1000
江西,0,22,1000
北京,1,22,1000
河南,1,22,1000
新疆,1,22,1000
广东,1,22,1000
辽宁,0,22,1000
北京,0,22,1000
广东,1,22,1000
河南,1,22,1000
山西,1,22,1000
江西,0,22,1000
湖北,1,22,1000
四川,1,22,1000
安徽,0,22,1000
浙江,1,22,1000
辽宁,0,22,1000
山东,1,22,1000
福建,0,22,1000
广东,1,22,1000
广东,1,22,1000
山东,0,22,1000
湖北,1,22,1000
云南,1,22,1000
湖北,0,22,1000
广东,1,22,1001
四川,1,22,1001
江苏,0,22,1001
广西,1,22,1002
辽宁,1,22,1002
福建,1,22,1002
江苏,0,22,1007
上海,0,22,1100
河南,0,22,1100
吉林,0,22,1200
广东,0,22,1209
陕西,1,22,1300
云南,0,22,1302.44
北京,1,22,1400
浙江,1,22,1401.63
广西,1,22,1409
上海,1,22,1500
浙江,1,22,1504.07
江苏,0,22,1516.27
江西,1,22,1600
河南,0,22,1602
广东,1,22,1750
江苏,0,22,1800
陕西,1,22,1800
上海,1,22,1802
四川,0,22,1820.91
上海,0,22,1850
上海,1,22,1900
河南,1,22,2000
湖北,1,22,2000
吉林,1,22,2000
山东,1,22,2000
江苏,0,22,2000
湖北,1,22,2000
河南,1,22,2000
广东,1,22,2000
上海,1,22,2000
北京,0,22,2000
江苏,0,22,2000
河北,1,22,2000
广东,1,22,2000
海南,1,22,2000
江苏,0,22,2000
黑龙江,1,22,2000
江西,0,22,2001
山东,1,22,2001
上海,1,22,2001
广东,1,22,2001
浙江,1,22,2006
西藏,1,22,2007
湖北,1,22,2008
福建,1,22,2008.14
广东,1,22,2023
山东,0,22,2100
四川,0,22,2193
天津,1,22,2200
广东,1,22,2231
湖南,0,22,2300
河北,1,22,2404
山东,0,22,2500
陕西,1,22,2500
福建,0,22,2500
福建,1,22,2800
甘肃,1,22,2804.36
上海,0,22,3000
江西,0,22,3000
江苏,0,22,3000
河南,0,22,3000
湖北,1,22,3000
湖南,1,22,3000
福建,1,22,3016
江苏,1,22,3200
广东,1,22,3402
北京,1,22,3409
江西,0,22,3500
河南,0,22,3508.14
上海,1,22,3520
北京,0,22,3600
山东,1,22,3650
广东,1,22,3691
河南,0,22,3800
湖北,0,22,3802.44
四川,1,22,3904.36
宁夏,1,22,4000
江苏,0,22,4000
云南,0,22,4000
上海,1,22,4000
辽宁,0,22,4000
河南,1,22,4000
四川,1,22,4000
广东,1,22,4000
上海,0,22,4000
福建,1,22,4000
重庆,1,22,4000
黑龙江,0,22,4000
安徽,0,22,4001
重庆,0,22,4009
江苏,1,22,4010
甘肃,0,22,4016.27
安徽,0,22,4100
广西,0,22,4102
海南,1,22,4135.7
浙江,0,22,4200
山东,0,22,4204
四川,1,22,4516.76
山东,0,22,4562.97
上海,1,22,4803
湖南,1,22,4900
安徽,0,22,5000
福建,1,22,5000
陕西,1,22,5000
安徽,1,22,5000
广东,0,22,5000
河北,1,22,5000
江苏,1,22,5000
辽宁,1,22,5000
安徽,0,22,5000
北京,1,22,5000
上海,0,22,5000
湖南,0,22,5000
上海,1,22,5000
广东,0,22,5000
河北,1,22,5001
上海,1,22,5001
四川,0,22,5001
湖南,1,22,5132
重庆,1,22,5200
贵州,0,22,5221.16
江苏,1,22,5400
贵州,1,22,5603
河北,1,22,5615
浙江,1,22,6000
辽宁,0,22,6000
山西,1,22,6000
吉林,1,22,6000
广西,1,22,6001
北京,1,22,6004
广东,1,22,6022
江苏,0,22,6107
上海,1,22,6300
江苏,1,22,6500
上海,1,22,6503
山东,0,22,6600
浙江,0,22,6600
安徽,1,22,6802
黑龙江,0,22,6900
贵州,1,22,6901
江苏,1,22,7000
四川,0,22,7008.14
福建,1,22,7010.79
山东,1,22,7222.13
山东,1,22,7300
江苏,1,22,7400
山东,0,22,7900
安徽,0,22,7969
江苏,1,22,8000
山东,1,22,8000
广东,0,22,8000
浙江,0,22,8024.41
四川,0,22,8200
江苏,0,22,8200
浙江,0,22,8400
四川,0,22,8672.59
山西,1,22,8687
广东,1,22,8832.09
河南,0,22,9018.51
江苏,1,22,9131
北京,0,22,9200
广西,0,22,9451
北京,1,22,9500
安徽,0,22,9600
浙江,0,22,9696.48
江苏,0,22,9800
湖北,1,22,9900
广东,1,22,9950
北京,0,22,10000
河南,0,22,10000
安徽,0,22,10000
江西,1,22,10000
湖南,0,22,10000
湖北,1,22,10000
广西,0,22,10000
内蒙古,0,22,10000
吉林,0,22,10000
重庆,1,22,10000
四川,1,22,10000
广西,0,22,10000
上海,1,22,10000
江苏,0,22,10000
安徽,1,22,10000
浙江,1,22,10000
吉林,1,22,10000
山东,1,22,10000
湖南,1,22,10000
福建,0,22,10000
江苏,0,22,10000
吉林,1,22,10000
浙江,1,22,10000
四川,1,22,10000
辽宁,1,22,10000
上海,1,22,10000
四川,1,22,10000
山东,0,22,10000
山东,0,22,10000
贵州,0,22,10000
重庆,1,22,10000
山西,1,22,10000
上海,1,22,10000
江苏,0,22,10000
浙江,1,22,10000
上海,1,22,10000
江西,0,22,10000
河南,0,22,10000
北京,1,22,10000
浙江,1,22,10001
河北,1,22,10001
浙江,1,22,10001
山西,1,22,10001
安徽,0,22,10002
湖北,1,22,10003
广东,1,22,10003.15
广东,1,22,10004
北京,1,22,10007
四川,1,22,10008
上海,1,22,10009
浙江,0,22,10010
河南,1,22,10010
广东,1,22,10023
广东,1,22,10033
山东,1,22,10035
江西,1,22,10040.68
宁夏,1,22,10100
辽宁,1,22,10100
湖北,0,22,10102
福建,0,22,11000
广东,1,22,11000
上海,1,22,11131
河北,0,22,11615.83
浙江,1,22,12200
福建,0,22,12284
天津,0,22,12797.18
上海,1,22,12990.68
云南,0,22,13000
山西,1,22,13000
山西,1,22,13133.77
四川,1,22,13400
安徽,1,22,13400
广东,0,22,13488.55
北京,0,22,13500
江苏,0,22,13910.7
河北,0,22,13992.68
江西,1,22,14000
上海,1,22,14001
福建,0,22,14032.55
浙江,0,22,14559.96
江苏,1,22,14669.22
江苏,1,22,14711.86
上海,0,22,15000
江苏,0,22,15448
安徽,0,22,15508.63
广东,0,22,16317.51
江苏,1,22,16901
云南,1,22,17001
浙江,0,22,17057.96
江苏,0,22,17060.21
广东,1,22,17400
湖北,0,22,17500
广东,0,22,17576.64
广东,0,22,17656
浙江,0,22,18200
重庆,0,22,18506.13
四川,0,22,18770
湖北,0,22,19004
河北,0,22,19078.15
湖北,1,22,19185.6
浙江,0,22,19333.23
陕西,0,22,19740.68
广东,1,22,20000
广东,1,22,20000
广东,1,22,20000
广东,1,22,20000
广东,0,22,20000
广东,1,22,20000
山东,1,22,20000
湖南,1,22,20000
湖北,0,22,20000
河北,1,22,20000
河北,1,22,20000
广东,0,22,20000
四川,1,22,20000
广东,1,22,20000
广东,0,22,20000
四川,1,22,20000
广东,1,22,20000
广东,1,22,20000
湖南,0,22,20000
福建,0,22,20000
广东,1,22,20000
重庆,1,22,20001
河南,0,22,20001
山西,0,22,20001
四川,0,22,20001
浙江,0,22,20002
广东,1,22,20003
广东,1,22,20003
福建,1,22,20081.37
浙江,1,22,20081.37
浙江,0,22,20081.37
江苏,0,22,20114.65
安徽,1,22,20205
福建,0,22,21000
广东,1,22,21091.37
新疆,0,22,21100
湖南,1,22,21381.84
湖北,0,22,21484
湖北,0,22,21605.15
浙江,0,22,21752.16
上海,0,22,21803.37
辽宁,1,22,22000
浙江,0,22,22500
河南,1,22,23211.5
福建,0,22,23665.1
山东,1,22,23783.58
江苏,0,22,23802
安徽,1,22,23881.37
浙江,1,22,24000
天津,0,22,24240.68
江苏,1,22,24600
广东,0,22,24900
山东,0,22,25000
黑龙江,1,22,25000
江苏,1,22,25004
上海,1,22,25081.37
浙江,1,22,25081.37
上海,1,22,25082.37
广东,1,22,25200
浙江,0,22,25464.05
广东,0,22,25988.87
北京,0,22,26000
陕西,1,22,26022.55
浙江,0,22,26059.68
福建,1,22,26147.67
安徽,0,22,26895.9
辽宁,1,22,27205
山东,0,22,27257
浙江,1,22,27313.1
甘肃,0,22,28003
广东,0,22,28284.57
湖北,0,22,28781.37
四川,0,22,29000
福建,1,22,29000
广东,1,22,30000
上海,0,22,30000
广东,0,22,30000
北京,1,22,30002
湖北,1,22,30010
四川,0,22,30029
广东,1,22,30044
湖南,1,22,30081.36
湖北,1,22,30081.37
北京,1,22,30081.37
江苏,0,22,30122.05
江西,1,22,30152.88
江苏,0,22,30300
浙江,0,22,30540.68
重庆,0,22,30700
广西,1,22,30870.43
福建,1,22,31466.97
四川,1,22,32996.67
辽宁,0,22,33000
福建,1,22,34000
上海,1,22,34081.37
福建,0,22,34702.19
江苏,1,22,35899.16
江西,0,22,37700
湖北,1,22,37870.66
云南,0,22,37970
上海,1,22,38043.68
江苏,0,22,38083.37
上海,0,22,38237.37
安徽,1,22,38606.48
河北,1,22,38618.65
湖北,0,22,38881.37
江苏,0,22,38960.43
安徽,0,22,39040.68
广东,1,22,39064.06
四川,1,22,39276.05
广东,1,22,40000
广东,0,22,40000
广东,1,22,40000
安徽,0,22,40000
江苏,1,22,40000
四川,1,22,40000
湖北,0,22,40001
江苏,1,22,40001
西藏,1,22,40003
河南,1,22,40043
广东,1,22,40081.37
广东,1,22,40087.12
广东,1,22,40087.12
浙江,1,22,40087.12
山西,0,22,40111.46
广东,0,22,40187.12
河北,0,22,40557.89
江西,1,22,41200
江苏,1,22,41584.37
浙江,1,22,43596.55
安徽,0,22,44389.59
重庆,0,22,44423.78
浙江,1,22,44582.37
江苏,0,22,45155.67
北京,0,22,46306.78
江西,0,22,47000
山东,0,22,47581.44
山西,0,22,48300
浙江,0,22,49595.28
浙江,1,22,50000
陕西,1,22,50000
广东,1,22,50000
江苏,0,22,50000
安徽,0,22,50001
北京,0,22,50081.37
甘肃,0,22,50601
湖北,0,22,50620.81
江苏,1,22,52441.97
甘肃,1,22,52682
江苏,1,22,52951
四川,0,22,53320
浙江,0,22,53481.37
陕西,1,22,54141.68
四川,0,22,54581.37
广东,1,22,54934.99
广东,0,22,54992
广东,1,22,55087.12
北京,0,22,55648.07
江苏,0,22,55681.37
福建,0,22,57790
北京,0,22,60000
天津,1,22,60017
广东,1,22,60081.37
重庆,0,22,60101
广东,1,22,60141.55
江苏,0,22,60181.37
山东,0,22,60629.13
广东,0,22,60987.12
四川,0,22,61902
广东,0,22,62000
福建,1,22,62063
福建,0,22,63339.74
四川,0,22,64484.37
河北,1,22,69903.97
青海,0,22,70162.74
福建,1,22,70832.41
山东,1,22,71000
北京,0,22,71826.37
广东,1,22,74900
福建,1,22,75081.37
广东,1,22,78766
广东,0,22,79781.37
广东,1,22,80100
湖北,0,22,80101
上海,0,22,80340.68
湖北,0,22,81256.83
四川,1,22,82234.93
江苏,1,22,83111
上海,0,22,85103.15
江西,0,22,89895.37
北京,1,22,90081.37
广东,1,22,90087.12
福建,1,22,90187.12
天津,0,22,91135.82
安徽,0,22,92692.2
黑龙江,0,22,92888.12
山西,0,22,100000
广东,1,22,100002
贵州,1,22,101180.86
浙江,1,22,104145.73
浙江,0,22,120000
上海,0,22,120005
江苏,0,22,122407.34
江苏,0,22,123540.68
四川,1,22,124726.6
上海,1,22,125919
河南,1,22,130001
上海,0,22,137581.37
江苏,0,22,146745.74
北京,1,22,170000
甘肃,1,22,172924.55
河南,1,22,181559.14
北京,0,22,183697.44
广东,0,22,200000
湖北,1,22,200000
四川,1,22,200015
河南,0,22,217000
江苏,0,22,226027.14
山东,1,22,268308.61
广东,1,22,290000
河北,1,22,402964.42
江苏,0,22,680001
浙江,1,22,1969012.94
湖北,0,22,2000000
吉林,1,23,0
福建,0,23,0
广西,0,23,0
重庆,1,23,0
