,MOBILEAREA,性别,年龄,金额,谷歌地图经度,谷歌地图纬度
9102,湖北 武汉市,男,38,2000003,114.30523059999999,30.59274732
24397,广东 深圳市,男,48,2000003,114.0595443,22.54283882
24398,广东 深圳市,男,48,2000003,114.0595443,22.54283882
7250,甘肃 兰州市,男,57,2000002,103.83418520000001,36.06136043
7251,甘肃 兰州市,男,55,2000002,103.83418520000001,36.06136043
20945,江苏 南京市,女,39,2000002,118.7964668,32.05838984
9103,湖北 武汉市,女,53,2000002,114.30523059999999,30.59274732
42436,北京,男,54,2000001,116.4071592,39.90467168
42433,北京,男,50,2000001,116.4071592,39.90467168
42435,北京,男,46,2000001,116.4071592,39.90467168
42434,北京,男,39,2000001,116.4071592,39.90467168
48039,上海,男,53,2000001,121.47369990000001,31.23039505
48038,上海,女,46,2000001,121.47369990000001,31.23039505
17403,江西 南昌市,女,43,2000001,115.85793819999999,28.68201581
6419,福建 厦门市,男,45,2000001,118.0894498,24.47955948
26249,广东 梅州市,女,34,2000001,116.1226415,24.28839957
272,黑龙江 哈尔滨市,男,54,2000000,126.5358233,45.80217361
271,黑龙江 哈尔滨市,女,49,2000000,126.5358233,45.80217361
42437,北京,男,68,2000000,116.4071592,39.90467168
42440,北京,女,64,2000000,116.4071592,39.90467168
42444,北京,女,61,2000000,116.4071592,39.90467168
42443,北京,女,55,2000000,116.4071592,39.90467168
42442,北京,女,52,2000000,116.4071592,39.90467168
42441,北京,男,50,2000000,116.4071592,39.90467168
42445,北京,男,49,2000000,116.4071592,39.90467168
42446,北京,女,47,2000000,116.4071592,39.90467168
42438,北京,男,43,2000000,116.4071592,39.90467168
42439,北京,女,40,2000000,116.4071592,39.90467168
34634,山东 潍坊市,女,45,2000000,119.1617636,36.70687907
35282,山东 济南市,女,36,2000000,116.9948952,36.66526101
1621,陕西 延安市,男,43,2000000,109.4897868,36.58533968
14340,河南 焦作市,女,40,2000000,113.24202450000001,35.21555618
13424,河南 郑州市,女,48,2000000,113.62491840000001,34.74723141
13423,河南 郑州市,女,43,2000000,113.62491840000001,34.74723141
19067,江苏 淮安市,男,44,2000000,119.0159098,33.61015184
20947,江苏 南京市,男,50,2000000,118.7964668,32.05838984
20948,江苏 南京市,女,50,2000000,118.7964668,32.05838984
20946,江苏 南京市,男,47,2000000,118.7964668,32.05838984
48040,上海,女,46,2000000,121.47369990000001,31.23039505
9111,湖北 武汉市,男,69,2000000,114.30523059999999,30.59274732
9106,湖北 武汉市,女,67,2000000,114.30523059999999,30.59274732
9109,湖北 武汉市,男,53,2000000,114.30523059999999,30.59274732
9104,湖北 武汉市,女,44,2000000,114.30523059999999,30.59274732
9110,湖北 武汉市,女,36,2000000,114.30523059999999,30.59274732
9108,湖北 武汉市,女,34,2000000,114.30523059999999,30.59274732
9113,湖北 武汉市,女,31,2000000,114.30523059999999,30.59274732
9112,湖北 武汉市,男,30,2000000,114.30523059999999,30.59274732
9114,湖北 武汉市,男,28,2000000,114.30523059999999,30.59274732
9107,湖北 武汉市,女,24,2000000,114.30523059999999,30.59274732
9105,湖北 武汉市,女,22,2000000,114.30523059999999,30.59274732
1728,重庆,女,38,2000000,106.55074450000001,29.56470494
7494,湖南 长沙市,男,40,2000000,112.9388158,28.22787847
11562,浙江 温州市,男,24,2000000,120.6993872,27.99483592
47566,云南 昆明市,男,43,2000000,102.83322340000001,24.87967709
47567,云南 昆明市,女,31,2000000,102.83322340000001,24.87967709
26535,广东 广州市,男,50,2000000,113.26435,23.12906597
26538,广东 广州市,男,48,2000000,113.26435,23.12906597
26539,广东 广州市,女,48,2000000,113.26435,23.12906597
26534,广东 广州市,男,43,2000000,113.26435,23.12906597
26533,广东 广州市,女,38,2000000,113.26435,23.12906597
26536,广东 广州市,女,34,2000000,113.26435,23.12906597
26537,广东 广州市,女,33,2000000,113.26435,23.12906597
24399,广东 深圳市,女,43,2000000,114.0595443,22.54283882
24400,广东 深圳市,女,43,2000000,114.0595443,22.54283882
23887,广东 阳江市,男,23,1999948,111.9825315,21.85831569
20949,江苏 南京市,女,37,1997531,118.7964668,32.05838984
42447,北京,男,38,1983519,116.4071592,39.90467168
5748,福建 泉州市,女,30,1980153,118.6758514,24.87388355
31896,广东 中山市,男,36,1979035,113.3925951,22.51592747
42448,北京,女,32,1969712,116.4071592,39.90467168
12575,浙江 宁波市,男,22,1969013,121.55027290000001,29.87383361
42449,北京,女,34,1966903,116.4071592,39.90467168
15151,河南 安阳市,男,29,1960221,114.39307409999999,36.09775433
39734,四川 成都市,女,31,1960098,104.064766,30.57016295
48041,上海,男,34,1958957,121.47369990000001,31.23039505
12576,浙江 宁波市,男,32,1946569,121.55027290000001,29.87383361
9115,湖北 武汉市,男,28,1942514,114.30523059999999,30.59274732
32698,山西 长治市,男,37,1940081,113.11648100000001,36.19580354
48042,上海,女,45,1937084,121.47369990000001,31.23039505
37539,安徽 合肥市,男,37,1931183,117.2290159,31.82052309
3553,辽宁 大连市,男,42,1926388,121.6147485,38.913680299999996
48043,上海,女,31,1923001,121.47369990000001,31.23039505
42450,北京,女,24,1922104,116.4071592,39.90467168
13019,浙江 嘉兴市,男,39,1920896,120.75549240000001,30.74498339
48044,上海,男,42,1920675,121.47369990000001,31.23039505
37346,安徽 池州市,男,45,1918636,117.49142009999998,30.66475158
26540,广东 广州市,男,35,1914407,113.26435,23.12906597
273,黑龙江 哈尔滨市,男,47,1914010,126.5358233,45.80217361
39735,四川 成都市,男,41,1910001,104.064766,30.57016295
42451,北京,女,43,1910000,116.4071592,39.90467168
758,青海 西宁市,男,31,1908435,101.77785279999999,36.61722914
20950,江苏 南京市,女,35,1907281,118.7964668,32.05838984
39736,四川 成都市,男,42,1902428,104.064766,30.57016295
48045,上海,女,44,1896242,121.47369990000001,31.23039505
48046,上海,女,37,1894725,121.47369990000001,31.23039505
24401,广东 深圳市,女,26,1890155,114.0595443,22.54283882
24402,广东 深圳市,男,35,1885896,114.0595443,22.54283882
33453,山东 青岛市,男,40,1879526,120.3829588,36.06625251
42452,北京,男,39,1878058,116.4071592,39.90467168
24403,广东 深圳市,女,42,1874370,114.0595443,22.54283882
20951,江苏 南京市,女,29,1874293,118.7964668,32.05838984
48047,上海,男,53,1872993,121.47369990000001,31.23039505
48048,上海,女,33,1872779,121.47369990000001,31.23039505
9116,湖北 武汉市,女,53,1872293,114.30523059999999,30.59274732
48049,上海,女,37,1871090,121.47369990000001,31.23039505
23027,广西 桂林市,男,57,1868831,110.2899978,25.2736492
26541,广东 广州市,男,42,1860198,113.26435,23.12906597
37540,安徽 合肥市,女,52,1858478,117.2290159,31.82052309
42453,北京,女,35,1854390,116.4071592,39.90467168
48050,上海,男,43,1850001,121.47369990000001,31.23039505
42454,北京,女,27,1848525,116.4071592,39.90467168
38667,天津,女,48,1842332,117.1994124,39.08498159
33454,山东 青岛市,女,30,1838811,120.3829588,36.06625251
854,陕西 西安市,女,64,1834104,108.9398472,34.34120165
26542,广东 广州市,男,24,1833489,113.26435,23.12906597
2817,辽宁 沈阳市,男,34,1832121,123.43237409999999,41.80557847
35283,山东 济南市,男,34,1831893,116.9948952,36.66526101
42455,北京,男,46,1829421,116.4071592,39.90467168
35284,山东 济南市,男,30,1816843,116.9948952,36.66526101
48051,上海,男,43,1816092,121.47369990000001,31.23039505
48052,上海,男,37,1815425,121.47369990000001,31.23039505
48053,上海,女,39,1807705,121.47369990000001,31.23039505
26543,广东 广州市,男,42,1806029,113.26435,23.12906597
48054,上海,女,37,1804540,121.47369990000001,31.23039505
33455,山东 青岛市,男,35,1803784,120.3829588,36.06625251
24404,广东 深圳市,男,41,1802893,114.0595443,22.54283882
7495,湖南 长沙市,男,36,1801647,112.9388158,28.22787847
26544,广东 广州市,男,42,1800104,113.26435,23.12906597
4932,福建 福州市,女,39,1800011,119.29645990000002,26.07417345
11310,浙江 绍兴市,男,48,1800001,120.5802102,30.03027163
4933,福建 福州市,男,40,1792214,119.29645990000002,26.07417345
48055,上海,男,38,1789000,121.47369990000001,31.23039505
48056,上海,男,30,1783227,121.47369990000001,31.23039505
32039,广东 东莞市,男,39,1782852,113.75180309999999,23.02066519
3554,辽宁 大连市,女,39,1781006,121.6147485,38.913680299999996
48057,上海,女,33,1780056,121.47369990000001,31.23039505
48058,上海,女,33,1780001,121.47369990000001,31.23039505
3555,辽宁 大连市,男,44,1777143,121.6147485,38.913680299999996
23934,广东 茂名市,男,53,1777103,110.92522350000002,21.66327672
20952,江苏 南京市,女,38,1777001,118.7964668,32.05838984
48059,上海,男,33,1774283,121.47369990000001,31.23039505
18221,江苏 苏州市,男,30,1771536,120.58319009999998,31.29832743
42456,北京,男,42,1763862,116.4071592,39.90467168
39737,四川 成都市,男,28,1758334,104.064766,30.57016295
274,黑龙江 哈尔滨市,男,44,1754972,126.5358233,45.80217361
20953,江苏 南京市,男,36,1752674,118.7964668,32.05838984
42457,北京,男,43,1752387,116.4071592,39.90467168
26545,广东 广州市,男,39,1751806,113.26435,23.12906597
9117,湖北 武汉市,女,41,1750001,114.30523059999999,30.59274732
42458,北京,男,38,1748930,116.4071592,39.90467168
42459,北京,男,34,1748868,116.4071592,39.90467168
48060,上海,男,41,1742425,121.47369990000001,31.23039505
26546,广东 广州市,女,38,1740390,113.26435,23.12906597
15891,河北 石家庄市,男,35,1736073,114.5143068,38.04280433
48061,上海,男,37,1735306,121.47369990000001,31.23039505
33456,山东 青岛市,男,37,1734541,120.3829588,36.06625251
8203,湖南 永州市,女,26,1733073,111.6122315,26.42037044
48062,上海,女,66,1730170,121.47369990000001,31.23039505
15892,河北 石家庄市,女,53,1730081,114.5143068,38.04280433
42460,北京,男,38,1730005,116.4071592,39.90467168
42461,北京,男,33,1729271,116.4071592,39.90467168
42462,北京,男,35,1728893,116.4071592,39.90467168
4828,福建 莆田市,男,34,1727744,119.00767079999999,25.45403565
1729,重庆,女,69,1727581,106.55074450000001,29.56470494
19328,江苏 无锡市,男,36,1723003,120.31236940000001,31.49095473
42463,北京,男,39,1722678,116.4071592,39.90467168
14533,河南 洛阳市,男,30,1720081,112.4536024,34.61816305
5580,福建 漳州市,女,29,1719018,117.64724070000001,24.51342733
42464,北京,男,32,1718917,116.4071592,39.90467168
20954,江苏 南京市,女,30,1717225,118.7964668,32.05838984
38489,宁夏 银川市,男,39,1717013,106.23247109999998,38.486471200000004
759,青海 西宁市,女,49,1716052,101.77785279999999,36.61722914
48063,上海,女,38,1715685,121.47369990000001,31.23039505
42465,北京,男,37,1712022,116.4071592,39.90467168
48064,上海,男,37,1710070,121.47369990000001,31.23039505
5581,福建 漳州市,女,40,1710017,117.64724070000001,24.51342733
42466,北京,女,30,1709255,116.4071592,39.90467168
38668,天津,男,18,1707422,117.1994124,39.08498159
41504,吉林 长春市,男,34,1703530,125.32353710000001,43.81604546
42467,北京,男,36,1701003,116.4071592,39.90467168
33457,山东 青岛市,男,51,1700038,120.3829588,36.06625251
42468,北京,男,31,1698081,116.4071592,39.90467168
4829,福建 莆田市,男,35,1695011,119.00767079999999,25.45403565
48065,上海,男,31,1693492,121.47369990000001,31.23039505
7252,甘肃 兰州市,女,40,1693134,103.83418520000001,36.06136043
48066,上海,男,29,1692886,121.47369990000001,31.23039505
19329,江苏 无锡市,男,34,1689005,120.31236940000001,31.49095473
11953,浙江 杭州市,男,42,1688009,120.1551537,30.27414837
1730,重庆,男,43,1687963,106.55074450000001,29.56470494
48067,上海,男,37,1686833,121.47369990000001,31.23039505
3556,辽宁 大连市,男,40,1685616,121.6147485,38.913680299999996
24405,广东 深圳市,男,33,1683300,114.0595443,22.54283882
48068,上海,男,30,1680070,121.47369990000001,31.23039505
42469,北京,男,37,1676313,116.4071592,39.90467168
39738,四川 成都市,男,44,1676125,104.064766,30.57016295
37541,安徽 合肥市,女,35,1671822,117.2290159,31.82052309
16481,河北 张家口市,男,35,1669512,114.88755559999998,40.82442028
20033,江苏 徐州市,男,36,1666270,117.2857488,34.20439459
39436,四川 绵阳市,女,41,1665227,104.6795801,31.46754919
48069,上海,女,34,1661848,121.47369990000001,31.23039505
2818,辽宁 沈阳市,男,35,1660516,123.43237409999999,41.80557847
42470,北京,男,52,1659948,116.4071592,39.90467168
48070,上海,女,68,1658850,121.47369990000001,31.23039505
18222,江苏 苏州市,女,36,1658764,120.58319009999998,31.29832743
39739,四川 成都市,女,36,1657000,104.064766,30.57016295
48071,上海,女,33,1655970,121.47369990000001,31.23039505
8329,湖南 常德市,男,45,1655927,111.6985031,29.03161875
39682,四川 泸州市,男,54,1655083,105.44258390000002,28.87169526
7024,福建 三明市,女,70,1651682,117.63917920000002,26.26392445
48072,上海,男,34,1650326,121.47369990000001,31.23039505
9118,湖北 武汉市,女,32,1648402,114.30523059999999,30.59274732
42471,北京,男,28,1643657,116.4071592,39.90467168
38669,天津,男,42,1640002,117.1994124,39.08498159
20955,江苏 南京市,男,50,1640000,118.7964668,32.05838984
33458,山东 青岛市,男,36,1639736,120.3829588,36.06625251
20956,江苏 南京市,女,54,1637654,118.7964668,32.05838984
9119,湖北 武汉市,男,57,1637606,114.30523059999999,30.59274732
35285,山东 济南市,男,33,1637508,116.9948952,36.66526101
1492,陕西 渭南市,男,37,1636495,109.5101915,34.49993923
34962,山东 淄博市,男,32,1634562,118.0547879,36.81305671
47568,云南 昆明市,男,28,1634078,102.83322340000001,24.87967709
41505,吉林 长春市,女,36,1632529,125.32353710000001,43.81604546
20327,江苏 常州市,男,36,1631548,119.973629,31.81068471
9120,湖北 武汉市,女,47,1625091,114.30523059999999,30.59274732
42472,北京,男,44,1625000,116.4071592,39.90467168
42473,北京,女,28,1624540,116.4071592,39.90467168
42474,北京,男,41,1622463,116.4071592,39.90467168
34635,山东 潍坊市,男,42,1622110,119.1617636,36.70687907
3557,辽宁 大连市,女,27,1622059,121.6147485,38.913680299999996
42475,北京,男,37,1620427,116.4071592,39.90467168
33459,山东 青岛市,女,33,1620303,120.3829588,36.06625251
48073,上海,女,31,1615081,121.47369990000001,31.23039505
26547,广东 广州市,女,40,1615078,113.26435,23.12906597
48074,上海,男,35,1614087,121.47369990000001,31.23039505
48075,上海,男,32,1613444,121.47369990000001,31.23039505
42476,北京,男,37,1612574,116.4071592,39.90467168
39437,四川 绵阳市,男,47,1612574,104.6795801,31.46754919
42477,北京,男,44,1610004,116.4071592,39.90467168
48076,上海,女,52,1607711,121.47369990000001,31.23039505
48077,上海,女,40,1601101,121.47369990000001,31.23039505
20957,江苏 南京市,男,29,1600101,118.7964668,32.05838984
14441,河南 濮阳市,女,41,1600002,115.0293153,35.76180116
1622,陕西 延安市,女,42,1600000,109.4897868,36.58533968
26548,广东 广州市,女,39,1600000,113.26435,23.12906597
31525,广东 佛山市,男,36,1600000,113.1219262,23.0217925
48078,上海,女,34,1599749,121.47369990000001,31.23039505
275,黑龙江 哈尔滨市,男,44,1599145,126.5358233,45.80217361
48079,上海,女,24,1598925,121.47369990000001,31.23039505
13425,河南 郑州市,男,36,1593841,113.62491840000001,34.74723141
11311,浙江 绍兴市,女,49,1593820,120.5802102,30.03027163
26549,广东 广州市,男,44,1592514,113.26435,23.12906597
42478,北京,女,36,1591224,116.4071592,39.90467168
20958,江苏 南京市,女,36,1590701,118.7964668,32.05838984
39740,四川 成都市,女,31,1587540,104.064766,30.57016295
24406,广东 深圳市,男,24,1586589,114.0595443,22.54283882
42479,北京,男,44,1578565,116.4071592,39.90467168
39741,四川 成都市,女,39,1576023,104.064766,30.57016295
48080,上海,男,66,1574773,121.47369990000001,31.23039505
46907,内蒙古 赤峰市,男,34,1570867,118.8889867,42.25846558
24407,广东 深圳市,男,34,1570331,114.0595443,22.54283882
48081,上海,女,33,1570261,121.47369990000001,31.23039505
48082,上海,女,33,1565626,121.47369990000001,31.23039505
37542,安徽 合肥市,男,30,1565415,117.2290159,31.82052309
